"","model","type","netCombo","baseline","CONS.s1","CONS.s2","CONS.s3","CONS.s4","CONS.ASOC.parents.solves_Mill_2","CONS.ASOC.scrounges_Mill_2","CONS.SOCIAL.parents.solves_Mill_2","CONS.SOCIAL.scrounges_Mill_2","OFFs1","OFFs2","OFFs3","OFFs4","OFFASOC.parents.solves_Mill_2","OFFASOC.scrounges_Mill_2","OFFSOCIAL.parents.solves_Mill_2","OFFSOCIAL.scrounges_Mill_2","convergence","loglik","Baseline.parameter1","Baseline.parameter2","s1","s2","s3","s4","ASOCIALparents.solves_Mill_2","ASOCIALscrounges_Mill_2","SOCIALparents.solves_Mill_2","SOCIALscrounges_Mill_2","SE.Baseline.parameter1","SE.Baseline.parameter2","SEs1","SEs2","SEs3","SEs4","SEasocialparents.solves_Mill_2","SEasocialscrounges_Mill_2","SEsocialparents.solves_Mill_2","SEsocialscrounges_Mill_2","aic","aicc","deltaAICc","RelSupport","AkaikeWeight"
"214",214,"noILVs","1:2:3:0","weibull",1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,209.891143701646,0.000568604372698871,0.00114552781453236,51.7416738160852,9.18397311835561,5399.58492434493,0,0,0,0,0,NA,0.00140236968585443,69.6559974681897,11.5375874213505,6719.09897475342,0,0,0,0,0,429.782287403292,431.115620736625,0,1,0.215262319985295
"158",158,"socialEffectsOnly","1:2:3:0","weibull",1,2,3,0,0,0,0,4,0,0,0,0,0,0,0,0,FALSE,209.113043626248,5.28278674761116e-05,0.000446709068557964,106.503043634725,17.5365602493589,10818.1333432378,0,0,0,0,-0.882301001909309,NA,NA,NA,NA,NA,0,0,0,0,NA,430.226087252497,432.135178161588,1.01955742496222,0.600628475692675,0.129292679126837
"84",84,"socialEffectsOnly","1:2:3:0","weibull",1,2,3,0,0,0,4,5,0,0,0,0,0,0,0,0,FALSE,208.335315192331,507.335951916465,0.000268247664355921,239.570940991867,34.1421783965134,18874.3249360592,0,0,0,-0.0120199214450757,-0.962159385308157,NA,NA,NA,NA,NA,0,0,0,NA,NA,430.670630384663,433.275281547454,2.15966081082814,0.339653124091548,0.0731145194822001
"162",162,"noILVs","1:2:3:4","weibull",1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,209.687297020526,0.00134589145453599,0.00368373969721058,16.2084963970753,1.8832166355145,1749.17986119741,13.4986656183243,0,0,0,0,0.301832326767481,0.00564153124047176,24.162680338471,2.36626812838091,2509.9794507225,22.3453767777158,0,0,0,0,431.374594041052,433.283684950143,2.16806421351743,0.3382289970767,0.0728079585970302
"90",90,"socialEffectsOnly","1:2:3:4","weibull",1,2,3,4,0,0,0,5,0,0,0,0,0,0,0,0,FALSE,208.480999574031,8.33696946057491e-06,0.00241491843875252,16.5078143899557,2.7111519500118,1674.70234966303,12.3969125247412,0,0,0,-1.12646411976157,NA,NA,NA,NA,NA,NA,0,0,0,NA,430.961999148062,433.566650310853,2.4510295742275,0.293606516561906,0.0632024199179168
"160",160,"additive","1:2:3:0","weibull",1,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,FALSE,209.885992883805,1439.14282598603,0.000123118889295523,530.424771276644,79.9308995862427,53277.8044051764,0,0,-1.60845882783767,0,0,NA,NA,NA,NA,NA,0,0,NA,0,0,431.771985767611,433.681076676702,2.56545594007633,0.277279856639809,0.0596879052254755
"161",161,"additive","1:2:3:0","weibull",1,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,FALSE,210.032498784163,54.0385375874961,0.00273577749718885,21.3914522948564,3.79616854390811,2322.47839264119,0,-0.0179788947383712,0,0,0,NA,0.00234904824568333,20.6229999318101,3.35353260679368,2058.13049536934,0,0.225856954263805,0,0,0,432.064997568325,433.974088477416,2.85846774079067,0.239492334143418,0.0515536754664056
"32",32,"socialEffectsOnly","1:2:3:4","weibull",1,2,3,4,0,0,5,6,0,0,0,0,0,0,0,0,FALSE,207.715752890026,172.722177222205,0.00106658725671607,59.5596828225959,5.39129242825003,5164.06023707872,59.7498389249833,0,0,-0.0133105323490864,-0.963817073464406,NA,0.000937516225988037,55.9230796696914,4.93170640689406,5390.27849554959,75.0329901615358,0,0,0.0124232030950714,0.892598016254514,431.431505780052,434.860077208624,3.74445647199821,0.153780620254273,0.0331031730847126
"93",93,"additive","1:2:3:4","weibull",1,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,FALSE,209.294509421209,172.985207725815,0.000585525717897876,112.427827958288,13.2491971527346,10457.7773151593,99.7853767378181,-0.019936789029232,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,432.589018842417,435.193670005208,4.07804926858239,0.130155598294935,0.0280175960480418
"92",92,"additive","1:2:3:4","weibull",1,2,3,4,0,5,0,0,0,0,0,0,0,0,0,0,FALSE,209.315834195379,2260.4417811435,7.47154735014899e-05,768.291423570118,100.288331702341,92347.0215087482,722.908616999209,0,-0.353383962650237,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,432.631668390757,435.236319553548,4.12069881692258,0.127409444178598,0.027426452541922
"86",86,"unconstrained","1:2:3:0","weibull",1,2,3,0,0,4,5,0,0,0,0,0,0,0,0,0,FALSE,209.389281612329,1233.85734142884,6.69348892918012e-05,1535.23216908364,188.366921189418,97834.1289214722,0,0,-3.07000802440656,-0.0151500251482875,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,432.778563224659,435.383214387449,4.26759365082387,0.118386944884443,0.0254842484117965
"33",33,"unconstrained","1:2:3:4","weibull",1,2,3,4,0,5,0,6,0,0,0,0,0,0,0,0,FALSE,208.062572969644,411.98668306491,0.000123813512845411,356.125728334729,46.0441110898775,31829.4662480403,459.906909402701,0,-0.179592615826921,0,-1.19636977197177,NA,NA,NA,NA,NA,NA,0,NA,0,NA,432.125145939287,435.553717367859,4.43809663123318,0.108712519617136,0.0234017091842316
"88",88,"unconstrained","1:2:3:0","weibull",1,2,3,0,4,0,5,0,0,0,0,0,0,0,0,0,FALSE,209.592555095543,136.493163402864,0.000977836094673808,80.9263465399564,10.1302817395601,9785.74773171629,0,0.0736338082038036,0,-0.0171388130538938,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,433.185110191085,435.789761353876,4.67414061725066,0.0966102622798302,0.0207965491927441
"91",91,"socialEffectsOnly","1:2:3:4","weibull",1,2,3,4,0,0,5,0,0,0,0,0,0,0,0,0,FALSE,209.676112164666,650.97303917239,0.000246713748698545,215.257632990913,29.2684918527984,40190.1122235679,288.972754540292,0,0,-0.0141212320442517,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,433.352224329333,435.956875492124,4.8412547554982,0.0888658475114199,0.0191294685027677
"34",34,"unconstrained","1:2:3:4","weibull",1,2,3,4,0,5,6,0,0,0,0,0,0,0,0,0,FALSE,208.394560818615,370.252948928608,0.000252260717993353,333.131275612842,38.1914055407263,30921.3709469223,198.558042539124,0,-0.270769081163945,-0.0146738485192528,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,432.789121637229,436.217693065801,5.10207232917526,0.0780008024451112,0.0167906336950493
"89",89,"additive","1:2:3:0","weibull",1,2,3,0,4,5,0,0,0,0,0,0,0,0,0,0,FALSE,209.953272180947,68.7399669159367,0.00146642380231398,38.9300895490173,6.92140473406562,4513.90233268548,0,-0.00443314529181551,-2.26949783148841,0,0,NA,0.00187236970672071,51.3294850756918,8.62796820026548,6077.19153064761,0,0.251927690159313,8.6473688241224,0,0,433.906544361893,436.511195524684,5.39557478805858,0.0673543766863991,0.0144988593866777
"29",29,"unconstrained","1:2:3:0","weibull",1,2,3,0,4,0,5,6,0,0,0,0,0,0,0,0,FALSE,208.57380086446,85.6013320114977,0.0015538596468208,50.8367873897174,5.30214409958577,2871.64406355068,0,0.0219523546877666,0,-0.0140427306189922,-1.1505918164815,NA,0.00245154761179872,93.7036771696453,8.06987337393022,4098.63375864262,0,0.253856235536195,0,0.0134372112436273,0.900330656611497,433.147601728921,436.576173157492,5.46055242086697,0.0652012779074892,0.0140353783483721
"87",87,"unconstrained","1:2:3:0","weibull",1,2,3,0,4,0,0,5,0,0,0,0,0,0,0,0,FALSE,210.031508697882,36.9611650573193,0.00716147406718758,5.0648735965575,1.09467786360654,676.80918591883,0,-0.0468898222538523,0,0,-0.902863054373507,NA,0.00407762136987211,3.23593179292482,0.720454051083827,533.803863983578,0,0.216170174410358,0,0,0.964539798497395,434.063017395763,436.667668558554,5.55204782192834,0.0622856690491266,0.0134077576213513
"28",28,"unconstrained","1:2:3:0","weibull",1,2,3,0,0,4,5,6,0,0,0,0,0,0,0,0,FALSE,208.629974116137,946.974694834122,0.000191881722980244,278.486370883092,50.4738556352706,31959.2741570173,0,0,-1.09385166827754,-0.0115301698189482,-0.721858048768119,NA,NA,NA,NA,NA,0,0,NA,NA,NA,433.259948232274,436.688519660845,5.57289892422,0.0616396798685738,0.0132687004916601
"229",229,"noILVs","0:1:2:0","weibull",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,214.257846592208,1804.9750745462,9.17380665999214e-05,0,164.434429904572,76853.9066150809,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,436.515693184415,437.385258401807,6.26963766518116,0.0435076352809238,0.00936555450764575
"85",85,"unconstrained","1:2:3:0","weibull",1,2,3,0,0,4,0,5,0,0,0,0,0,0,0,0,FALSE,210.450700962297,622.446554647433,0.000150323659173391,344.07255595985,45.110630547538,43071.8705467066,0,0,-3.9266928096048,0,-0.54223372945345,NA,NA,NA,NA,NA,0,0,NA,0,NA,434.901401924594,437.506053087385,6.3904323507594,0.0409576703790555,0.00881664314698849
"7",7,"unconstrained","1:2:3:4","weibull",1,2,3,4,5,0,6,7,0,0,0,0,0,0,0,0,FALSE,207.725242309648,93.4548277177312,0.00136085847008282,54.6740249862107,4.45410726495733,3197.11255481238,35.9246340605157,-0.0215258439678202,0,-0.0133013364163813,-1.22471085676676,NA,0.00246518806090105,113.409210827517,8.11735676741613,5327.05531042639,67.3670492854227,0.466596700654186,0,0.0130853466168387,0.88412310525122,433.450484619296,437.840728521735,6.72510778511003,0.0346466620072079,0.00745812084341795
"35",35,"unconstrained","1:2:3:4","weibull",1,2,3,4,5,0,0,6,0,0,0,0,0,0,0,0,FALSE,209.309521236773,40.1958158863945,0.00592845289967902,6.97865997714066,1.35931561066897,918.91818207816,4.03066759139371,-0.0118454164351275,0,0,-0.69130276784934,407.189889783044,NA,1.54039617410298,NA,NA,7.44272073847449,0.144605352062268,0,0,0.8698054636931,434.619042473546,438.047613902118,6.93199316549237,0.0312418548133627,0.00672519414776821
"30",30,"unconstrained","1:2:3:0","weibull",1,2,3,0,4,5,0,6,0,0,0,0,0,0,0,0,FALSE,209.327800368883,61.7701483744587,0.00166467506335479,29.9982905610279,4.46466428331214,2901.03500808986,0,-0.154422786098491,-0.360276248171067,0,-0.925586570483976,13001.6304577994,NA,NA,NA,NA,0,0.417956359316213,3.30401395487206,0,0.793500193539022,434.655600737765,438.084172166337,6.96855142971151,0.0306759685333045,0.00660338015427504
"37",37,"additive","1:2:3:4","weibull",1,2,3,4,5,6,0,0,0,0,0,0,0,0,0,0,FALSE,209.535234635845,60.0780985105561,0.002020277253319,33.5243128823725,4.1376765490613,2861.00488874351,24.3625896322745,-0.0751837379575121,-0.178769528607953,0,0,NA,0.0017310681661595,35.7192789639811,3.93023176513076,2312.9135183193,33.0343027228945,0.455905074582841,2.2644894479388,0,0,435.07046927169,438.499040700262,7.38341996363624,0.0249293368615596,0.00536634688851427
"6",6,"unconstrained","1:2:3:4","weibull",1,2,3,4,0,5,6,7,0,0,0,0,0,0,0,0,FALSE,208.084617728779,361.740959924382,0.000151870261943304,392.61220933125,28.3064772287031,32834.1319793314,674.622878764999,0,-0.407775527082046,-0.0120670566410221,-1.10207591049213,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,434.169235457558,438.559479359997,7.44385862337128,0.0241872580417111,0.00520660528014171
"36",36,"unconstrained","1:2:3:4","weibull",1,2,3,4,5,0,6,0,0,0,0,0,0,0,0,0,FALSE,209.711793461714,143.265337974326,0.0014516417496938,32.4007184751725,9.25014630507216,4855.46321832989,2.59262369370992,0.00695750863397959,0,-0.00826724736190829,0,NA,NA,15.3493888015536,NA,NA,20.585448550782,0.245138675590092,0,0.0107597475235653,0,435.423586923427,438.852158351999,7.73653761537327,0.0208945105486242,0.00449780081565408
"193",193,"noILVs","0:1:2:3","weibull",0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,213.786053494003,535.69341129875,0.000106713303693049,0,126.403062785105,63604.1432787355,437.114003865995,0,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,437.572106988006,438.905440321339,7.78981958471383,0.0203452096597959,0.00437955703195491
"8",8,"unconstrained","1:2:3:4","weibull",1,2,3,4,5,6,0,7,0,0,0,0,0,0,0,0,FALSE,208.266439754714,75.1785844192004,0.00148585385390695,31.8208475270666,3.68227558163555,2579.72695780604,30.9132763463869,-0.127784927966096,-0.804323476620555,0,-1.22671301153525,NA,0.00108817563989088,26.5629853480299,2.98688439457623,2040.2828507144,34.5374244895191,0.621496282242231,5.0488856695218,0,0.875035616184818,434.532879509429,438.923123411868,7.8075026752424,0.0201661194514347,0.00434100565821643
"189",189,"socialEffectsOnly","0:1:2:0","weibull",0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,FALSE,214.188983365612,13.3596331950061,0.000147979529436216,0,83.3826607824857,43176.764736677,0,0,0,0,-0.48181180420308,NA,NA,0,NA,NA,0,0,0,0,NA,438.377966731223,439.711300064556,8.59567932793107,0.0135979033445675,0.0029271162208874
"191",191,"additive","0:1:2:0","weibull",0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,FALSE,214.216008102829,727.073150475643,0.000200275471430737,0,77.7749932700575,33838.8629449102,0,0,-0.799348517205491,0,0,NA,NA,0,NA,NA,0,0,NA,0,0,438.432016205657,439.765349538991,8.6497288023653,0.0132353446719517,0.00284907099988935
"192",192,"additive","0:1:2:0","weibull",0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,FALSE,214.401180229822,102.45227762191,0.00242676675635347,0,6.20374272198195,2852.7755452335,0,-0.0136822188512907,0,0,0,NA,0.00395291946395082,0,10.0435211314185,4808.74954689816,0,0.66211071903333,0,0,0,438.802360459644,440.135693792978,9.02007305635237,0.0109980584294534,0.00236746757285797
"124",124,"socialEffectsOnly","0:1:2:3","weibull",0,1,2,3,0,0,0,4,0,0,0,0,0,0,0,0,FALSE,213.121956162202,0.00200619804944944,0.000538038501632826,0,18.3879008516121,8821.64879424998,108.411058516287,0,0,0,-0.857227594113931,NA,NA,0,NA,NA,NA,0,0,0,NA,438.243912324403,440.153003233494,9.03738249686882,0.0109032840249248,0.00234706621466393
"190",190,"socialEffectsOnly","0:1:2:0","weibull",0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,FALSE,214.595976643187,1372.60997017224,0.000601857330590267,0,24.1121461995282,13720.9799138193,0,0,0,-0.00452844079649023,0,NA,NA,0,NA,NA,0,0,0,NA,0,439.191953286374,440.525286619707,9.40966588308203,0.00905142620891792,0.00194843100490738
"126",126,"additive","0:1:2:3","weibull",0,1,2,3,0,4,0,0,0,0,0,0,0,0,0,0,FALSE,213.785801808278,879.199402272085,0.000114094717010312,0,112.273635120037,59458.5997966141,537.202799532045,0,-0.587577956726852,0,0,NA,NA,0,NA,NA,NA,0,NA,0,0,439.571603616557,441.480694525647,10.3650737890221,0.00561374685097493,0.00120842817095101
"118",118,"socialEffectsOnly","0:1:2:0","weibull",0,1,2,0,0,0,3,4,0,0,0,0,0,0,0,0,FALSE,213.847978858638,27.7403301394752,0.00246892273028326,0,5.17584407695095,2048.06059112433,0,0,0,0.000165119916328633,-0.74578934273491,NA,0.00414495570892196,0,8.93696776562027,3778.31996677533,0,0,0,0.0112651869756524,0.838257993013614,439.695957717276,441.605048626367,10.4894278897413,0.00527533051415702,0.00113557988516666
"125",125,"socialEffectsOnly","0:1:2:3","weibull",0,1,2,3,0,0,4,0,0,0,0,0,0,0,0,0,FALSE,213.996927884614,7008.94431227786,0.000209387211377836,0,57.5273866662856,31544.0834556875,473.053566615911,0,0,-0.00163362007147719,0,NA,NA,0,NA,NA,NA,0,0,NA,0,439.993855769229,441.90294667832,10.7873259416943,0.00454529352787571,0.000978430429824672
"127",127,"additive","0:1:2:3","weibull",0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,FALSE,214.019023343474,42.4931208489505,0.00383158845188894,0,3.33162904153191,1722.60729929248,13.5357390456518,0.0170721125979385,0,0,0,NA,0.00270392547494892,0,2.56988644548327,1249.65811519911,18.4250233933136,0.16872694616338,0,0,0,440.038046686949,441.94713759604,10.8315168594143,0.0044459645821179,0.000957048650519152
"123",123,"additive","0:1:2:0","weibull",0,1,2,0,3,4,0,0,0,0,0,0,0,0,0,0,FALSE,214.03280257918,188.628552139815,0.000592536739426463,0,24.9306577204884,11159.2177261679,0,0.0989192582866089,-5.76050187508762,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,440.06560515836,441.974696067451,10.8590753308254,0.00438512272798049,0.000943951691845327
"122",122,"unconstrained","0:1:2:0","weibull",0,1,2,0,3,0,4,0,0,0,0,0,0,0,0,0,FALSE,214.457398051065,7275.27898316799,0.00112631180116989,0,13.1195156610003,7077.51505387768,0,0.0800308403079629,0,-0.00451214782201522,0,NA,NA,0,NA,NA,0,NA,0,NA,0,440.91479610213,442.823887011221,11.7082662745951,0.00286802070401529,0.000617376790512192
"119",119,"unconstrained","0:1:2:0","weibull",0,1,2,0,0,3,0,4,0,0,0,0,0,0,0,0,FALSE,214.631506339281,1157.05833547548,8.80946183780979e-05,0,136.490235560131,79931.4880963903,0,0,-2.18956442351288,0,-0.362563268167358,NA,NA,0,NA,NA,0,0,NA,0,NA,441.263012678562,443.172103587653,12.0564828510275,0.00240972794073491,0.000518723627055986
"120",120,"unconstrained","0:1:2:0","weibull",0,1,2,0,0,3,4,0,0,0,0,0,0,0,0,0,FALSE,214.633326845096,3318.71572521641,0.000110199433504827,0,130.456418124115,75863.6005702024,0,0,-0.855058340716591,-0.00473350956147413,0,NA,NA,0,NA,NA,0,0,NA,NA,0,441.266653690193,443.175744599284,12.0601238626583,0.00240534500779316,0.000517780146742604
"54",54,"unconstrained","0:1:2:3","weibull",0,1,2,3,0,4,0,5,0,0,0,0,0,0,0,0,FALSE,213.515562574777,360.169233897855,0.000131449544800319,0,72.5811394152214,45373.2884723734,433.526291348882,0,-0.409957135072818,0,-0.626926481062133,NA,NA,0,NA,NA,NA,0,NA,0,NA,441.031125149553,443.635776312344,12.5201555757187,0.00191109713069574,0.000411387202070806
"121",121,"unconstrained","0:1:2:0","weibull",0,1,2,0,3,0,0,4,0,0,0,0,0,0,0,0,FALSE,214.943427959137,38.2700694096464,0.00453611190463815,0,2.45768194439969,1512.86284553709,0,0.0404089067534926,0,0,-0.379326287769225,NA,0.0070682916552381,0,3.69871533977816,3736.94702499753,0,0.135663451387465,0,0,1.60824098944678,441.886855918275,443.795946827366,12.6803260907405,0.00176401459897255,0.000379725875062762
"49",49,"unconstrained","0:1:2:0","weibull",0,1,2,0,0,3,4,5,0,0,0,0,0,0,0,0,FALSE,213.798956238886,730.208473402632,0.000228424208804186,0,57.0588584169136,24974.9553824857,0,0,-0.984866177071856,-0.00125153381363327,-0.620280191251876,NA,NA,0,NA,NA,0,0,NA,NA,NA,441.597912477773,444.202563640564,13.0869429039383,0.00143948272026352,0.00030986638994267
"53",53,"socialEffectsOnly","0:1:2:3","weibull",0,1,2,3,0,0,4,5,0,0,0,0,0,0,0,0,FALSE,213.825620892452,935.304065815805,0.000973640203292378,0,7.65716054656886,4279.74801350895,113.507420201346,0,0,0.00162574233947044,-1.06082249893998,NA,NA,0,NA,NA,NA,0,0,NA,NA,441.651241784904,444.255892947695,13.1402722110694,0.00140160663273373,0.000301713095469041
"58",58,"additive","0:1:2:3","weibull",0,1,2,3,4,5,0,0,0,0,0,0,0,0,0,0,FALSE,213.875196567008,68.7153576299444,0.00214671293415079,0,5.91241918918606,3209.32179243024,25.3995576848294,0.0514171297405213,-0.612595704494667,0,0,4284.97242379328,NA,0,NA,NA,NA,0.14968469776239,5.48915690135944,0,0,441.750393134016,444.355044296806,13.2394235601809,0.00133381532234974,0.00028712018072094
"50",50,"unconstrained","0:1:2:0","weibull",0,1,2,0,3,0,4,5,0,0,0,0,0,0,0,0,FALSE,213.951849894986,934.574674368539,0.00397488531692115,0,3.20396065748938,1377.92826811008,0,0.0394793632808389,0,-0.00103725861702176,-0.692740199146074,NA,NA,0,NA,NA,0,NA,0,NA,NA,441.903699789972,444.508350952763,13.3927302161377,0.00123539427595245,0.000265933837938078
"52",52,"unconstrained","0:1:2:0","weibull",0,1,2,0,3,4,5,0,0,0,0,0,0,0,0,0,FALSE,214.003051475525,210.869137180385,0.00132480308235675,0,11.0922595897165,5712.51313911511,0,0.0906921192055228,-4.85639634495783,-0.00638433872869274,0,NA,0.00161037353002245,0,13.4053761874904,7318.56375345106,0,0.050192733847446,4.37760258672625,0.0122554769567129,0,442.006102951051,444.610754113841,13.495133377216,0.00117373220471607,0.000252660317428637
"55",55,"unconstrained","0:1:2:3","weibull",0,1,2,3,0,4,5,0,0,0,0,0,0,0,0,0,FALSE,214.078420315965,1790.42185546793,0.000185565683929505,0,69.6560553791111,43503.1701116565,205.742468462487,0,-0.504948713195107,-0.00427680267998842,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,442.15684063193,444.761491794721,13.6458710580958,0.00108852084306073,0.000234317522029601
